Code;Strand;Goal Short Name;Goal;Objective;Core Keywords;Elective Keywords;Core Rubric Level;UI/UX;Frontend;Backend;Game Design;Game Development;Business/Entrepreneurship;Project/Product Manager
TEC048;Technical;Interfaces Development;Learn how to work with Interfaces Development;I can manage Graphics, Drawing, and Printing with UIKit;UIImage, UIColor,;UICollectionView, UIStackView, UIScrollView,;Progressing;0;Proficient;-;0;0;0;0
TEC049;Technical;Interfaces Development;Learn how to work with Interfaces Development;I can handle Container Views with UIKit;UITableView,;UIBarItem, UIBarButtonItem, UINavigationBar, UISearchBar, UIToolbar,;Progressing;0;Proficient;Progressing;0;0;0;0
TEC050;Technical;Interfaces Development;Learn how to use Logic and Programming Languages;I know how to work with Bars with UIKit;UITabBar, UITabBarItem,;Nested Types,;;0;Proficient;Progressing;0;0;0;0
TEC051;Technical;Logic and Programming;Learn how to use Logic and Programming Languages;I know how to work with Nested types in Swift;;ARC, strong, weak, ;;0;Exemplary;Exemplary;0;Proficient;0;0
TEC052;Technical;Logic and Programming;Learn how to use Logic and Programming Languages;I know how to use Automatic Reference Counting in Swift;;assert, precondition,;;0;Progressing;Exemplary;0;0;0;0
TEC053;Technical;Logic and Programming;Learn how to use Logic and Programming Languages;I can differentiate assertions and preconditions in Swift;;protocol, delegate, ;;0;Progressing;Exemplary;0;0;0;0
TEC054;Technical;Logic and Programming;Learn how to use Logic and Programming Languages;I know how to work with Protocols in Swift;;Opaque Type,;;0;Exemplary;Exemplary;0;Proficient;0;0
TEC055;Technical;Logic and Programming;Learn how to use Logic and Programming Languages;I can implement Opaque types in Swift;;Ternary Conditional Operator, Logical Operators, Control Transfer Statements, Checking API Availability,;Progressing;0;Proficient;Exemplary;0;Proficient;0;0
TEC056;Technical;Logic and Programming;Learn how to use Logic and Programming Languages;I can use Conditional Statements in Swift;if/else, switch/case, guard, Comparison Operators,;Type Safety and Type Inference, Type Aliases, Tuples,;Progressing;0;Exemplary;Exemplary;0;Exemplary;0;0
TEC057;Technical;Logic and Programming;Learn how to use Logic and Programming Languages;I can apply Swift Basic Concepts and use basic Swift elements;Constants and Variables, Comments,;Argument Labels and Parameter Names,;Progressing;0;Exemplary;Exemplary;0;Exemplary;0;0
TEC058;Technical;Logic and Programming;Learn how to use Logic and Programming Languages;I can successfully manage Functions in Swift;func, Parameters and return value,;While, Repeat-While,;Progressing;0;Exemplary;Exemplary;0;Exemplary;0;0
TEC059;Technical;Logic and Programming;Learn how to use Logic and Programming Languages;I know how to work with loops in Swift;For-In, ;init, Default Initializers, Customizing Initialization, Failable Initializers, deinit, ;;0;Exemplary;Exemplary;0;Exemplary;0;0
TEC060;Technical;Logic and Programming;Learn how to use Logic and Programming Languages;I can manage Initialization and Deinitialization in Swift;;;Progressing;0;Exemplary;Exemplary;0;Exemplary;0;0
TEC061;Technical;Logic and Programming;Learn how to use Logic and Programming Languages;I know how to work with Swift Numbers and Boolean; Int, Double, Numeric Literals, Numeric Type Conversion, Bool,;String Mutability, Strings as Value Types, Working with Characters, Unicode, Counting Characters, Modifying a String, Substrings,;Progressing;0;Exemplary;Exemplary;0;Exemplary;0;0
TEC062;Technical;Logic and Programming;Learn how to use Logic and Programming Languages;I can use Strings and Characters in Swift;String Literals, Empty String, String Interpolation,;public, internal, private, fileprivate,;;0;Exemplary;Exemplary;0;Exemplary;0;0
TEC063;Technical;Logic and Programming;Learn how to use Logic and Programming Languages;I know how to work with Access Control in Swift;;Bitwise Operators, Overflow Operators, Precedence and Associativity, Operator Methods, Custom Operators,;;0;Exemplary;Exemplary;0;Exemplary;0;0
TEC064;Technical;Logic and Programming;Learn how to use Logic and Programming Languages;I can use Advanced Operators in Swift;;Checking Type, Downcasting, ;;0;Beginning;Exemplary;0;Exemplary;0;0
TEC065;Technical;Logic and Programming;Learn how to use Logic and Programming Languages;I know how to implement Type Casting in Swift;;value type vs reference type,;Progressing;0;Proficient;Exemplary;0;Exemplary;0;0
TEC066;Technical;Logic and Programming;Learn how to use Logic and Programming Languages;I can implement Structures and Classes in Swift;struct, class,;extension,;;0;Exemplary;Exemplary;0;Exemplary;0;0
TEC067;Technical;Logic and Programming;Learn how to use Logic and Programming Languages;I can use Extensions in Swift;;Generic Functions, Generic Types, Associated Types, Generic Subscripts, ;;0;Exemplary;Exemplary;0;Exemplary;0;0
TEC068;Technical;Logic and Programming;Learn how to use Logic and Programming Languages;I know how to work with Generics in Swift;;MVVM,;Progressing;0;Progressing;Exemplary;0;Exemplary;0;0
TEC069;Technical;Logic and Programming;Learn how to use Logic and Programming Languages;I can implement design patterns in Swift;MVC,; Associated Values, Raw Values,;Progressing;0;Exemplary;Exemplary;0;Exemplary;0;0
TEC070;Technical;Logic and Programming;Learn how to use Logic and Programming Languages;I know how to work with enumeration in Swift;enum,;Overriding, ;Progressing;0;Exemplary;Exemplary;0;Exemplary;0;0
TEC071;Technical;Logic and Programming;Learn how to use Logic and Programming Languages;I can successfully use Inheritance in Swift;Base Class, Subclassing,;Error, throw, do/catch, try, ;;0;Exemplary;Exemplary;0;Exemplary;0;0
TEC072;Technical;Logic and Programming;Learn how to use Logic and Programming Languages;I can successfully handle Errors in Swift;;Sets,;Progressing;0;Exemplary;Exemplary;0;Exemplary;0;0
TEC073;Technical;Logic and Programming;Learn how to use Logic and Programming Languages;I can effectively use Collection Types in Swift;Arrays, Dictionaries,;Type Methods,;Progressing;0;Exemplary;Exemplary;0;Exemplary;0;0
TEC074;Technical;Logic and Programming;Learn how to use Logic and Programming Languages;I know how to use Methods in Swift;Instance Methods,;Computed Properties, Property Observers, Property Wrappers, Global and Local Variables, Type Properties,;Progressing;0;Exemplary;Exemplary;0;Exemplary;0;0
TEC075;Technical;Logic and Programming;Learn how to use Logic and Programming Languages;I know how to use Properties in Swift;Stored Properties,;subscript, Subscript Options, Type Subscripts,;;0;Exemplary;Exemplary;0;Exemplary;0;0
TEC076;Technical;Logic and Programming;Learn how to use Logic and Programming Languages;I can apply subscripts in Swift;;Closure Expressions, Trailing Closures, Escaping Closures, Autoclosures,;;0;-;Exemplary;0;0;0;0
TEC077;Technical;Logic and Programming;Learn how to use Logic and Programming Languages;I can work with Closures in Swift;;Compound Assignment Operators,;Progressing;0;Exemplary;Exemplary;0;Exemplary;0;0
TEC078;Technical;Logic and Programming;Learn how to use Logic and Programming Languages;I can use Basic Operators in Swift;Basic operators, Assignment Operator, Arithmetic Operators, Range Operators,;"XPC, Object Runtime, Processes and Threads, Streams, Sockets, and Ports,";;0;Exemplary;Exemplary;0;Exemplary;0;0
TEC079;Technical;Logic and Programming;Learn how to use Logic and Programming Languages;I know how to use Low-Level Utilities with Foundation;; Implicitly Unwrapped Optionals, Nil-Coalescing Operator, Optional Chaining,;Progressing;0;-;Exemplary;0;0;0;0
TEC080;Technical;Logic and Programming;Learn how to work with Media, Animation and Games;I know how to use Optional Values in Swift;nil, Forced Unwrapping, Optional Binding,;Essentials, Reality Composer, The Entity Component System, Scene Elements, Cameras and Lighting, Animation Playback, Audio Playback, Network Synchronization, Structures,;;0;Exemplary;Exemplary;0;Exemplary;0;0
TEC081;Technical;Media, Animation and Games;Learn how to work with Media, Animation and Games;I can simulate and render 3D content for use in my augmented reality apps with RealityKit;;First Steps, Scene Structure, Display and Interactivity, Lighting, Cameras, and Shading, Geometry, Animation and Constraints, Physics, Particle Systems, Audio, Renderer Customization, Scene Asset Import, JavaScript, SceneKit Data Types,;;0;Beginning;0;0;Progressing;0;0
TEC082;Technical;Media, Animation and Games;Learn how to work with Media, Animation and Games;I can create 3D games and add 3D content to apps using high-level scene descriptions, with physics simulation and particle effects with SceneKit;;Essentials, GPUs, Command Setup, Parallel Computation, Ray Tracing, Rendering, Presentation, Shaders, Resources, Object Sizing and Positioning, Packed Vectors and Matrices, Time, Tools, GPU Programming Techniques, Structures,;;0;Beginning;0;0;Progressing;0;0
TEC083;Technical;Media, Animation and Games;Learn how to work with Media, Animation and Games;I can render advanced 3D graphics and perform data-parallel computations using graphics processors with Metal;;Assets, Playback, Capture, Editing, Audio, Speech,;;0;0;0;0;Beginning;0;0
TEC084;Technical;Media, Animation and Games;Learn how to work with Media, Animation and Games;I can work with audiovisual assets, control device cameras, process audio, and configure system audio interactions with AVFoundation;;Replay Sharing, Media Clip Processing, Live Broadcast Implementation, Errors,;;0;Proficient;0;Beginning;Exemplary;0;0
TEC085;Technical;Media, Animation and Games;Learn how to work with Media, Animation and Games;I can record or stream video from the screen, and audio from the app and microphone with ReplayKit;;Essentials, File-Based Haptics, Programmatic Haptics, Game Controller Haptics, Haptic Errors,;;0;0;0;0;Progressing;0;0
TEC086;Technical;Media, Animation and Games;Learn how to work with Media, Animation and Games;I can compose and play haptic patterns to customize my iOS app’s haptic feedback with Core Haptics;;3D Asset Basics, Managing Mesh Data, Materials, Textures, Lights, Cameras, Extensible Asset Format Support, Volumetric Representations, Classes,;;0;Progressing;0;0;Exemplary;0;0
TEC087;Technical;Media, Animation and Games;Learn how to work with Media, Animation and Games;I know how to import, export, and manipulate 3D models with Model I/O;;Layer Basics, Text, Shapes, and Gradients, Animation, Animation Groups, Animation Timing, Particle Systems, Advanced Layer Options, Metal and OpenGL, Remote Display of Layer Content, Transforms,;;0;Beginning;0;0;Beginning;0;0
TEC088;Technical;Media, Animation and Games;Learn how to work with Media, Animation and Games;I can render, compose, and animate visual elements with Core Animation;;Essentials, Scene Renderers, Textures, Animation, Constraints, Mathematical Tools, Physics Simulation, Physics Joints, Tiling, Shaders, Warping,;;0;0;0;Beginning;Proficient;0;0
TEC089;Technical;Media, Animation and Games;Learn how to work with Media, Animation and Games;I can add high-performance 2D content with smooth animations to my app, or create a game with a high-level set of 2D game-based tools with SpriteKit;;Entities and Components, State Machines, Spatial Partitioning, Strategists, Decision Trees, Pathfinding, Agents, Goals, and Behaviors, Obstacles, Procedural Noise, Randomization, Rule Systems, Xcode and SpriteKit Integration,;;0;0;0;Beginning;Exemplary;0;0
TEC090;Technical;Media, Animation and Games;Learn how to work with Media, Animation and Games;I know how to architect and organize my game logic with GameplayKit;;Game Controllers, Input Elements, Control Profiles, Routing Events, Keyboard and Mouse Elements, Classes,;;0;0;0;Beginning;Proficient;0;0
TEC091;Technical;Media, Animation and Games;Learn how to work with Media, Animation and Games;I know how to support hardware game controllers in my game with Game Controller;;Access Point, Players, Leaderboards, Achievements, Challenges, View Controllers, Turn-based Games, Real-Time Matches, Player Invitations, Notifications, Save Game Data, Entitlements, Errors,;;0;0;0;Beginning;Exemplary;0;0
TEC092;Technical;Media, Animation and Games;Learn how to work with Media, Animation and Games;I can create experiences that keep players coming back to my game with GameKit;;Reference, Structures,;;0;0;0;Beginning;Exemplary;0;0
TEC093;Technical;Media, Animation and Games;Learn how to work with Media, Animation and Games;I know how to interact with device’s audio hardware with Core Audio;;View Management, Texture Loading, Model Handling,;;0;0;0;0;Progressing;0;0
TEC094;Technical;Media, Animation and Games;Learn how to work with Media, Animation and Games;I can render graphics in a standard Metal view, load textures from many sources, and work efficiently with models with MetalKit;;Essentials, Inter-Device Audio and MIDI, Audio Units, Playback and Recording, Audio Files and Formats, Utilities,;;0;0;0;0;Beginning;0;0
TEC095;Technical;Media, Animation and Games;Learn how to work with Media, Animation and Games;I can record or play audio, convert formats, parse audio streams, and configure audio sessions with AudioToolbox;;Essentials, Camera, Quick Look, Display, World Tracking, Geo Tracking, Face Tracking, People, Image Tracking, Object Detection, Orientation Tracking, Positional Tracking, Rendering Effects, Multiuser, Audio, Text, Custom Display,;;0;0;0;0;Progressing;0;0
TEC096;Technical;Media, Animation and Games;Learn how to work with Networking and Backend;I can integrate iOS device camera and motion features to produce augmented reality experiences with ARKit;;Records, Assets, Queries, Notifications and Subscriptions, Shared Content, Database Management, User Data Management, Web, Errors,;;0;Beginning;0;Beginning;Progressing;0;0
TEC097;Technical;Networking and Backend;Learn how to work with Networking and Backend;I can store structured app and user data in iCloud containers that can be shared by all users of my app with CloudKit;;URL Loading System, Bonjour,;;0;0;Exemplary;0;0;0;0
TEC098;Technical;Networking and Backend;Learn how to work with Operating Systems;I know how to handle Networking with Foundation;;Essentials, App Structure, User Interface, User Interactions, Graphics, Drawing, Color, and Printing, Text,;;0;0;Exemplary;0;0;0;0
TEC099;Technical;Operating Systems;Learn how to work with Operating Systems;I can construct and manage a graphical, event-driven user interface for my macOS app with AppKit;;JavaScript Environment, Views and View Controllers, Custom Elements, Custom Styles, Custom Player, Errors,;;0;0;-;0;0;0;0
TEC100;Technical;Operating Systems;Learn how to work with Operating Systems;I can create client-server apps by incorporating JavaScript and TVML files in my binary app with TVMLKit;;Canvas, Tools,;;0;0;-;0;0;0;0
TEC101;Technical;Operating Systems;Learn how to work with Operating Systems;I can capture touch and Apple Pencil input as a drawing, and display that content from my app with PencilKit;;Full-Page Templates, Compound Elements, Simple Elements, Styles, Attributes, Queries, Resource Icons,;;0;0;-;0;0;0;0
TEC102;Technical;Operating Systems;Learn how to work with Operating Systems;I can use Apple TV Markup Language to create individual pages inside of a client-server app with TVML;;First Steps, Data Objects, ;;0;0;-;0;0;0;0
TEC103;Technical;Operating Systems;Learn how to work with Operating Systems;I can implement two-way communication between an iOS app and its paired watchOS app with WatchConnectivity;;First Steps, App Initialization, Device Settings, Media Playback, Element Access, Data Storage and Retrieval, Errors, Classes,;;0;0;-;0;0;0;0
TEC104;Technical;Operating Systems;Learn how to work with Operating Systems;I can create tvOS client-server apps using web technologies to stream media and respond to events with TVMLKit JS;;Essentials, App Infrastructure, Audio, Storyboard Support, Extended Runtime Sessions, Background Tasks, Notifications, Errors,;;0;0;-;0;0;0;0
TEC105;Technical;Operating Systems;Learn how to work with Operating Systems;I know how to build apps that leverage watchOS features with WatchKit;;Lockup Views, Header and Footer View, State Changes, Input View, Collection View,;;0;0;-;0;0;0;0
TEC106;Technical;Operating Systems;Learn how to use Platform Functionalities;I can show common user interface elements from Apple TV in my native app with TVUIKit;;Property Lists, Objects,;;0;0;-;0;0;0;0
TEC107;Technical;Platform Functionalities;Learn how to use Platform Functionalities;I can manage resources located in an app, framework, or plugin bundle with Bundle Resources;;Handoff Activities, NSUserActivity, NSUserActivityDelegate,;;0;Progressing;Proficient;0;0;0;0
TEC108;Technical;Platform Functionalities;Learn how to use Platform Functionalities;I can implement handoff;;NSExtensionRequestHandling, NSExtensionContext, Custom Keyboard,;;0;0;-;0;0;0;0
TEC109;Technical;Platform Functionalities;Learn how to use Platform Functionalities;I know how to create app extensions;;Drag and Drop,;;0;0;-;0;0;0;0
TEC110;Technical;Platform Functionalities;Learn how to use Platform Functionalities;I can apply Drag and Drop;;App Support, User Interface, User Interactions, User Preferences,;;0;Beginning;-;0;0;0;0
TEC111;Technical;Platform Functionalities;Learn how to use Platform Functionalities;I can implement Mac Catalyst;;Guidelines from Government Sources,;Progressing;0;Beginning;-;0;0;0;0
TEC112;Technical;Platform Functionalities;Learn how to use Platform Functionalities;I know how to protect User’s Privacy;Requesting Access to Protected Resources,;VoiceOver, UIAccessibility, Guided Access, Assistive Touch, Switch Control, Text to Speech,;Progressing;0;Exemplary;Exemplary;0;0;0;0
TEC113;Technical;Platform Functionalities;Learn how to use Supporting Frameworks;I know how to manage Accessibility;Accessibility Inspector, Dynamic Type,;Centrals, Peripherals, Data Transfer, Services, Supporting Types, Bluetooth Classic Support, Errors,;;0;Proficient;Progressing;0;Proficient;0;0
TEC114;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can communicate with Bluetooth low energy and BR/EDR “Classic” Devices with Core Bluetooth;;Calendar Views, Calendar Edits, Calendar Selection, EventKit Bundle Access,;;0;0;-;0;0;0;0
TEC115;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can display an interface for viewing, selecting, and editing calendar events and reminders with EventKitUI;;Essentials, Reader Sessions, Tag Types, NDEF Messages and Payloads, Errors, ;;0;Beginning;-;0;0;0;0
TEC116;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I know how to detect NFC tags, read messages that contain NDEF data, and save data to writable tags with Core NFC;;Essentials, Contexts, Activities, Activity Items, Errors,;;0;0;-;0;0;0;0
TEC117;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can enable teachers to assign activities from your app’s content and to view student progress with ClassKit;;Essentials, Cryptographically Secure Hashes, Message Authentication Codes, Ciphers, Public-Key Cryptography, Errors,;;0;0;-;0;0;0;0
TEC118;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can perform cryptographic operations securely and efficiently with CryptoKit;;Contact Viewer, Contact Pickers,;;0;0;Progressing;0;0;0;0
TEC119;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can display information about users’ contacts in a graphical interface with ContactsUI;;MLCTensor, Layers, Training and Validation, ;;0;0;-;0;0;0;0
TEC120;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can accelerate training and validation of neural networks using the CPU and GPUs with ML Compute;;Apple Pay Support, Wallet Support, Structures, Classes,;;0;0;-;0;0;0;0
TEC121;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can request and process Apple Pay payments in my app. Create, distribute, and update passes for the Wallet app with PassKit;;Sign in with Apple JS, Sign in with Apple REST API, Transfers Across Teams,;;0;0;Progressing;0;0;0;0
TEC122;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;"I can provide users the ability to sign in to my apps and websites using their Apple ID with Sign in with Apple";;Previews and Thumbnails,;;0;Beginning;Proficient;0;0;0;0
TEC123;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can create previews of files to use inside my app, or perform simple edits on previews with QuickLook;;VNDetectContoursRequest, VNContoursObservation, VNContour,;;0;0;-;0;0;0;0
TEC124;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can detect the contours of the edges of an image with Vision;;Email Composition Interface, Message Composition Interface,;;0;0;-;0;Progressing;0;0
TEC125;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can create a user interface for composing email and text messages, so users can edit and send messages without leaving my app with MessageUI;;Tokenization, Language Identification, Linguistic Tags, Text Embedding, Natural Language Models,;;0;0;-;0;0;0;0
TEC126;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can analyze natural language text and deduce its language-specific metadata with Natural Language;;Document Scanning,;;0;0;-;0;0;0;0
TEC127;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can use the iOS camera to scan documents like those you capture in the Notes app with VisionKit;;VNGeometryUtils, VNVideoProcessor, VNCircle, VNVector,;;0;0;-;0;0;0;0
TEC128;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can determine the geometries of various Vision types with Vision;;Composition Interfaces, Server Communication,;;0;0;-;0;Progressing;0;0
TEC129;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can demonstrate how to use Composition Interfaces with Social;;VNDetectRectanglesRequest, VNRectangleObservation,;;0;0;-;0;0;0;0
TEC130;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can find rectangular features like cards and signs in images with Vision;;First Steps, Device Motion, Accelerometers, Gyroscopes, Pedometer, Magnetometer, Altitude, Headphone Motion Manager, Historical Data, Common Data, Movement Disorder Manager,;;0;0;-;0;Progressing;0;0
TEC131;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can process accelerometer, gyroscope, pedometer, and environment-related events with Core Motion;;Authorization and Authentication, Secure Data, Secure Code, Cryptography, Result Codes, Legacy Interfaces,;;0;Beginning;-;0;Proficient;0;0
TEC132;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can secure the data my app manages, and control access to my app with Security;;Queues and Tasks, Quality of Service, System Event Monitoring, Task Synchronization, Time Constructs, Dispatch Objects,;;0;0;-;0;0;0;0
TEC133;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I know how to execute code concurrently on multicore hardware with Dispatch;;VNRecognizeAnimalsRequest,;;0;Beginning;-;0;Progressing;0;0
TEC134;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can recognizes various animals in an image with Vision;;VNRecognizedObjectObservation,;;0;0;-;0;Exemplary;0;0
TEC135;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can apply Vision algorithms to identify objects in real-time video with Vision;;File System, Archives and Serialization, Preferences, Spotlight, iCloud,;;0;0;-;0;Progressing;0;0
TEC136;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can manage Files and Data Persistence with Foundation;;Task Management, Resources, Notifications, App Extension Support, Errors and Exceptions, Scripting Support,;;0;0;-;0;0;0;0
TEC137;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I know how to access operating-system services with Foundation;;VNDetectTextRectanglesRequest, VNTextObservation, VNRecognizeTextRequest, VNRecognizedTextObservation,;;0;Progressing;Progressing;0;Proficient;0;0
TEC138;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can find regions of visible text in an image with Vision;;Essentials, Connections and Listeners, Network Protocols, Network Security, Paths and Interfaces, Errors, Network Debugging,;;0;0;-;0;0;0;0
TEC139;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can create network connections to send and receive data using transport and security protocols with Network;;Essentials, Data Modeling, Fetch Requests, CloudKit Mirroring, Change Processing, Background Tasks, Data Migration,;;0;0;Exemplary;0;0;0;0
TEC140;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can persist or cache data and support undo on a single device with Core Data;;VNDetectFaceRectanglesRequest, VNFaceObservation, VNDetectFaceLandmarksRequest, VNDetectHumanRectanglesRequest, VNDetectFaceCaptureQualityRequest,;;0;Progressing;Exemplary;0;Progressing;0;0
TEC141;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can perform image analysis to find faces and rectangular regions containing humans in an image with Vision;;Essentials, Siri Intents, Shortcuts, Siri Event Suggestions, Siri Domains, Custom Siri and Maps Displays, Custom Vocabulary, Common Objects Classes,;;0;0;-;0;0;0;0
TEC142;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can handle user requests for my app’s services that originate from Siri or Maps with SiriKit;;Classes, Protocols, Structures, Reference, Enumerations,;;0;0;-;0;0;0;0
TEC143;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can gain low-level access to the Objective-C runtime and the Objective-C root types with the Objective-C Runtime;;VNTargetedImageRequest, VNImageRegistrationRequest, VNImageAlignmentObservation, VNTranslationalImageRegistrationRequest, VNImageTranslationAlignmentObservation, VNHomographicImageRegistrationRequest, VNImageHomographicAlignmentObservation,;;0;0;-;0;0;0;0
TEC144;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can demonstrate alignment manipulation between two images with Vision;;First Steps, Computer Vision, Natural Language, App Size Management, Core ML API,;;0;0;-;0;0;0;0
TEC145;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can integrate machine learning models into your app with Core ML;;Essentials, Authorization, Location Updates, Region Monitoring, iBeacon, Compass Headings, Geocoding, Errors,;;0;0;-;0;0;0;0
TEC146;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I know how to obtain the geographic location and orientation of a device with Core Location;;Essentials, Notification Management, Remote Notifications, Notification Requests, Notification Content, Triggers, Notification Categories and User Actions, Notification Responses, Notification Service App Extension, Entitlements,;;0;Progressing;Progressing;0;0;0;0
TEC147;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can push user-facing notifications to the user's device with UserNotifications;;VNImageRequestHandler, VNClassifyImageRequest, VNRequest, VNObservation,;;0;Progressing;Proficient;0;Exemplary;0;0
TEC148;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can locate and demarcate rectangles, barcodes, and text in images using the Vision framework with Vision;;Image Models, Video Models, Text Models, Sound Models, Motion Models, Tabular Models, Tabular Data, Model Accuracy, Model Training Control, Supporting Types,;;0;0;-;0;0;0;0
TEC149;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can create machine learning models for use in my app with Create ML;;Classes, Protocols, Reference,;;0;0;-;0;0;0;0
TEC150;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I know how to retrieve data and derived metrics from an iPhone’s sensors, or from a paired Apple Watch with SensorKit;;First Steps, Chat with Customers, Classes,;;0;0;-;0;Beginning;0;0
TEC151;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can chat with my customers using the Messages app with Business Chat;;Essentials, App Clip Launch, App Clip and Corresponding App, Notifications, App Clip Distribution,;;0;0;-;0;0;0;0
TEC152;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can create an app clip to make some of my app’s functionality available to users who don’t have the full app installed with AppClip;;VNDetectTrajectoriesRequest, VNTrajectoryObservation, ;;0;Progressing;-;0;0;0;0
TEC153;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can detect the trajectories of shapes moving along a parabolic path with Vision;;VNDetectHorizonRequest, VNHorizonObservation,;;0;0;-;0;0;0;0
TEC154;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can determine the horizon angle in an image with Vision;;Essentials, Data Management, Tasks and Outcomes, Patient Data, User Interface, Data Customization,;;0;0;-;0;0;0;0
TEC155;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can create apps that help people better understand and manage their health with CareKit;;In-App Purchase, App Receipt Validation, Recommendations and Reviews, Apple Music, Apple Arcade, Errors,;;0;0;-;0;0;0;0
TEC156;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I know how to support in-app purchases and interactions with the App Store with StoreKit;;First Steps, Events and Reminders, Calendars, Recurrence, Alarms, Common Objects, Errors,;;0;0;Proficient;0;Exemplary;0;0
TEC157;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I know how to reate, view, and edit calendar and reminder events with EventKit;;Registration, Push Types, Payload,;;0;Progressing;-;0;0;0;0
TEC158;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can respond to push notifications related to my app’s complications, file providers, and VoIP services with PushKit;;VNGenerateAttentionBasedSaliencyImageRequest, VNGenerateObjectnessBasedSaliencyImageRequest, VNSaliencyImageObservation,;;0;0;Beginning;0;0;0;0
TEC159;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can isolate regions in an image that are most likely to draw people's attention with Vision;;Essentials, Contact Data, Fetch and Save Requests, Change History Data, Formatters, Errors,;;0;0;-;0;0;0;0
TEC160;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can access the user's contacts and format and localize contact information with Contacts;;VNBarcodeSymbology, VNDetectBarcodesRequest, VNBarcodeObservation,;;0;Progressing;-;0;0;0;0
TEC161;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can find and recognizes barcodes in an image with Vision;;Essentials, Interaction Sessions, Peer Data, Session Lifecycle,;;0;0;-;0;0;0;0
TEC162;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can locate and interact with nearby devices using distance, direction, and identifier with NearbyInteraction;;Notification Content App Extension,;;0;0;-;0;0;0;0
TEC163;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can customize the interface that displays local and remote notifications with UserNotificationsUI;;Essentials, Audio Sources, In-Progress Requests, Transcription Results,;;0;Progressing;-;0;Beginning;0;0
TEC164;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I can perform speech recognition on audio, receive transcriptions, alternative interpretations, and confidence levels of the results with Speech;;Shared Photo Library, Asset Retrieval, Asset Loading, Live Photos, Asset Resource Management, Photo Editing Extensions, macOS Photos Project Extensions, Visual Media Selection,;;0;0;-;0;0;0;0
TEC165;Technical;Supporting Frameworks;Learn how to use Supporting Frameworks;I know how to work with image and video assets managed by the Photos app with PhotoKit;;Effects Support, Custom Sticker Packs, Custom iMessage App Interface, Message Content, Interactive Messages, Errors,;;0;Beginning;-;0;0;0;0
